Accession	Organism_Name	GenBank_RefSeq	Release_Date	Isolate	Species	Genus	Family	Length	Nuc_Completeness	Genotype	Segment	Country	Host	Tissue_Specimen_Source	Collection_Date	GenBank_Title
NC_008962	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	3385	complete		B5		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment B5, complete sequence
NC_008963	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	3573	complete		B9		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment B9, complete sequence
NC_008964	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	3573	complete		B10		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment B10, complete sequence
NC_008965	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	3591	complete		B12		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment B12, complete sequence
NC_008966	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	3638	complete		B13		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment B13, complete sequence
NC_008967	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	3841	complete		B15		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment B15, complete sequence
NC_008968	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	3868	complete		B16		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment B16, complete sequence
NC_008969	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	3957	complete		B18		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment B18, complete sequence
NC_008970	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	4006	complete		C1		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment C1, complete sequence
NC_008971	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	4126	complete		C3		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment C3, complete sequence
NC_008972	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	4144	complete		C4		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment C4, complete sequence
NC_008973	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	4180	complete		C5		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment C5, complete sequence
NC_008976	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	4188	complete		C6		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment C6, complete sequence
NC_008977	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	4225	complete		C7		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment C7, complete sequence
NC_008978	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	4247	complete		C8		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment C8, complete sequence
NC_008979	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	4264	complete		C9		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment C9, complete sequence
NC_008980	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	4367	complete		C11		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment C11, complete sequence
NC_008981	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	4495	complete		C14		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment C14, complete sequence
NC_008982	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	4562	complete		C15		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment C15, complete sequence
NC_008983	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	4720	complete		C17		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment C17, complete sequence
NC_008984	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	4729	complete		C18		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment C18, complete sequence
NC_008985	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	4914	complete		C20		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment C20, complete sequence
NC_008986	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	5047	complete		D1		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment D1, complete sequence
NC_008987	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	5050	complete		D2		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus DNA, segment D2, complete sequence
NC_008988	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	5070	complete		D3		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment D3, complete sequence
NC_008989	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	5108	complete		D4		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment D4, complete sequence
NC_008990	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	5298	complete		D6		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment D6, complete sequence
NC_008991	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	5328	complete		D7		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment D7, complete sequence
NC_008992	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	5353	complete		D8		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment D8, complete sequence
NC_008993	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	5530	complete		D9		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment D9, complete sequence
NC_008994	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	5579	complete		D10		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment D10, complete sequence
NC_008995	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	5848	complete		D11		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment D11, complete sequence
NC_008996	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	5404	complete		D12		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment D12, complete sequence
NC_008997	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	6654	complete		E2		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment E2, complete sequence
NC_008998	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	8851	complete		G1		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment G1, complete sequence
NC_008999	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	3402	complete		B6		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment B6, complete sequence
NC_009000	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	3831	complete		B14		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment B14, complete sequence
NC_009001	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	4461	complete		C13		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment C13, complete sequence
NC_009002	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	4808	complete		C19		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment C19, complete sequence
NC_009003	Ichnoviriform fugitivi	RefSeq	2007-02-06		Ichnoviriform fugitivi	Ichnoviriform	Polydnaviriformidae	6145	complete		E1		Hyposoter fugitivus	ovary		Hyposoter fugitivus ichnovirus segment E1, complete sequence
NC_008837	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	1533	complete		A1	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment A1, complete sequence
NC_008838	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	1657	complete		A2	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment A2, complete sequence
NC_008839	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	1750	complete		A3	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment A3, complete sequence
NC_008840	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	1859	complete		A4	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment A4, complete sequence
NC_008841	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	1916	complete		A5	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment A5, complete sequence
NC_008842	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	1940	complete		A6	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment A6, complete sequence
NC_008843	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	1945	complete		A7	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment A7, complete sequence
NC_008844	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	1948	complete		A8	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment A8, complete sequence
NC_008845	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	1963	complete		A9	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment A9, complete sequence
NC_008846	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	1963	complete		A10	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment A10, complete sequence
NC_008847	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2005	complete		B1	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B1, complete sequence
NC_008848	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2066	complete		B3	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B3, complete sequence
NC_008849	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2074	complete		B4	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B4, complete sequence
NC_008850	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2079	complete		B5	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B5, complete sequence
NC_008851	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2080	complete		B6	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B6, complete sequence
NC_008852	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2094	complete		B7	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B7, complete sequence
NC_008853	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2135	complete		B8	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B8, complete sequence
NC_008854	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2177	complete		B9	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B9, complete sequence
NC_008855	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2179	complete		B10	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B10, complete sequence
NC_008856	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2195	complete		B11	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B11, complete sequence
NC_008857	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2199	complete		B12	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B12, complete sequence
NC_008858	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2235	complete		B13	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B13, complete sequence
NC_008859	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2262	complete		B14	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B14, complete sequence
NC_008860	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2285	complete		B15	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B15, complete sequence
NC_008861	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2295	complete		B16	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B16, complete sequence
NC_008862	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2298	complete		B17	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B17, complete sequence
NC_008863	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2318	complete		B19	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B19, complete sequence
NC_008864	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2341	complete		B20	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B20, complete sequence
NC_008865	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2358	complete		B21	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B21, complete sequence
NC_008866	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2358	complete		B22	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B22, complete sequence
NC_008867	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2380	complete		B23	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B23, complete sequence
NC_008868	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2395	complete		B24	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B24, complete sequence
NC_008869	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2408	complete		B25	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B25, complete sequence
NC_008870	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2415	complete		B26	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B26, complete sequence
NC_008871	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2452	complete		B27	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B27, complete sequence
NC_008872	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2454	complete		B28	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B28, complete sequence
NC_008873	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2462	complete		B29	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B29, complete sequence
NC_008874	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2509	complete		B31	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B31, complete sequence
NC_008875	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2540	complete		B32	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B32, complete sequence
NC_008876	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2548	complete		B33	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B33, complete sequence
NC_008877	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2572	complete		B34	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B34, complete sequence
NC_008878	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2579	complete		B35	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B35, complete sequence
NC_008879	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2590	complete		B37	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B37, complete sequence
NC_008880	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2598	complete		B38	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B38, complete sequence
NC_008881	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2615	complete		B39	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B39, complete sequence
NC_008882	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2625	complete		B40	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B40, complete sequence
NC_008883	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2631	complete		B41	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B41, complete sequence
NC_008884	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2636	complete		B42	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B42, complete sequence
NC_008885	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2641	complete		B43	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B43, complete sequence
NC_008886	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2646	complete		B44	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B44, complete sequence
NC_008887	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2723	complete		B45	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B45, complete sequence
NC_008888	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2723	complete		B46	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B46, complete sequence
NC_008889	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2738	complete		B47	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B47, complete sequence
NC_008890	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2768	complete		B49	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B49, complete sequence
NC_008891	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2775	complete		B50	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B50, complete sequence
NC_008892	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2785	complete		B51	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B51, complete sequence
NC_008893	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2808	complete		B52	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B52, complete sequence
NC_008894	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2819	complete		B53	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B53, complete sequence
NC_008895	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2854	complete		B55	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B55, complete sequence
NC_008896	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2856	complete		B56	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B56, complete sequence
NC_008897	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2871	complete		B57	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B57, complete sequence
NC_008898	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2875	complete		B58	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B58, complete sequence
NC_008899	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2879	complete		B59	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B59, complete sequence
NC_008900	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2924	complete		B60	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B60, complete sequence
NC_008901	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2930	complete		B61	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B61, complete sequence
NC_008902	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2933	complete		B62	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B62, complete sequence
NC_008903	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2934	complete		B63	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B63, complete sequence
NC_008904	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2944	complete		B64	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B64, complete sequence
NC_008905	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2997	complete		B65	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B65, complete sequence
NC_008906	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	3036	complete		C2	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment C2, complete sequence
NC_008907	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	3058	complete		C3	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment C3, complete sequence
NC_008908	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	3083	complete		C4	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment C4, complete sequence
NC_008909	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	3111	complete		C5	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment C5, complete sequence
NC_008910	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	3117	complete		C6	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment C6, complete sequence
NC_008911	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	3130	complete		C7	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment C7, complete sequence
