acc	refseq_len	segment_name	superkingdom	kingdom	family	genus	species
NC_077092	362811		Viruses				Acanthamoeba castellanii medusavirus
NC_076628	2750		Viruses	Orthornavirae	Mitoviridae	Duamitovirus	Duamitovirus bevu1
NC_076523	2871		Viruses	Orthornavirae	Mitoviridae	Duamitovirus	Duamitovirus azfi1
NC_076527	2857		Viruses	Orthornavirae	Mitoviridae	Duamitovirus	Duamitovirus casa1
NC_076528	2806		Viruses	Orthornavirae	Mitoviridae	Duamitovirus	Duamitovirus dapi1
NC_076529	2795		Viruses	Orthornavirae	Mitoviridae	Duamitovirus	Duamitovirus hulu1
NC_076526	2734		Viruses	Orthornavirae	Mitoviridae	Duamitovirus	Duamitovirus oxru1
NC_076525	2701		Viruses	Orthornavirae	Mitoviridae	Duamitovirus	Duamitovirus peex1
NC_076524	2773		Viruses	Orthornavirae	Mitoviridae	Duamitovirus	Duamitovirus soch1
NC_076002	12434		Viruses	Orthornavirae			Lepeophtheirus virus LS24
NC_076615	9221		Viruses	Orthornavirae	Gammaflexiviridae	Gammaflexivirus	Gammaflexivirus EntGFV-1
NC_076616	7321		Viruses	Orthornavirae	Gammaflexiviridae	Xylavirus	Xylavirus EntGFV-2
NC_076622	14958		Viruses	Orthornavirae	Hypoviridae	Epsilonhypovirus	Epsilonhypovirus entoleucae
NC_076202	3412		Viruses	Orthornavirae	Botourmiaviridae	Betabotoulivirus	Betabotoulivirus entoleucae
NC_076003	15408		Viruses	Orthornavirae	Paramyxoviridae		Avian paramyxovirus 17
NC_076603	8806		Viruses	Orthornavirae	Betaflexiviridae	Foveavirus	Foveavirus ChVB
NC_076004	4432		Viruses	Shotokuvirae	Parvoviridae	Chaphamaparvovirus	Chaphamaparvovirus galliform2
NC_075368	1098002		Viruses	Bamfordvirae	Mimiviridae	Moumouvirus	Moumouvirus australiense
NC_076005	9218						
NC_076508	9196						
NC_076006	8049		Viruses	Orthornavirae	Picornaviridae	Tropivirus	Tropivirus A
NC_076007	7994		Viruses	Orthornavirae			Guangdong chinese water snake picornavirus
NC_076221	8318		Viruses	Orthornavirae			Guangdong fish caecilians picornavirus
NC_076220	7504		Viruses	Orthornavirae			Guangdong spotted longbarbel catfish picornavirus
NC_076008	7969		Viruses	Orthornavirae			Hainan oriental leaf-toed gecko picornavirus
NC_076009	8173		Viruses	Orthornavirae			Wenling banjofish picornavirus 1
NC_076218	8343		Viruses	Orthornavirae	Picornaviridae	Tropivirus	Tropivirus B
NC_076010	7471		Viruses	Orthornavirae			Yili teratoscincus roborowskii picornavirus 2
NC_076217	8332		Viruses	Orthornavirae			Wenling chelidoperca picornavirus
NC_076011	7790		Viruses	Orthornavirae			Wenling crossorhombus picornavirus
NC_076012	7965		Viruses	Orthornavirae			Wuhan sharpbelly picornavirus 2
NC_076013	7871		Viruses	Orthornavirae			Wuhan sharpbelly picornavirus 3
NC_076219	7947		Viruses	Orthornavirae	Picornaviridae	Rajidapivirus	Rajidapivirus A
NC_076014	8591		Viruses	Orthornavirae			Wenling triplecross lizardfish picornavirus
NC_076015	8084						
NC_076016	11110		Viruses	Orthornavirae	Rhabdoviridae	Sripuvirus	Sripuvirus hainan
NC_076627	10882						
NC_075439	16560		Viruses	Orthornavirae	Paramyxoviridae	Synodonvirus	Synodonvirus synodi
NC_075438	21523		Viruses	Orthornavirae	Paramyxoviridae	Scoliodonvirus	Scoliodonvirus scoliodontis
NC_075441	15326		Viruses	Orthornavirae	Paramyxoviridae	Hoplichthysvirus	Hoplichthysvirus hoplichthysis
NC_075440	15043		Viruses	Orthornavirae	Paramyxoviridae	Cynoglossusvirus	Cynoglossusvirus cynoglossi
NC_076215	10625		Viruses	Orthornavirae	Chuviridae	Piscichuvirus	Piscichuvirus lycodontis
NC_076216	10385		Viruses	Orthornavirae	Chuviridae	Piscichuvirus	Piscichuvirus wenlingense
NC_076210	13706		Viruses	Orthornavirae	Rhabdoviridae	Betaricinrhavirus	Betaricinrhavirus chimay
NC_075038	1439508		Viruses	Bamfordvirae	Mimiviridae	Tupanvirus	Tupanvirus deep ocean
NC_075039	1516267		Viruses	Bamfordvirae	Mimiviridae	Tupanvirus	Tupanvirus soda lake
NC_077010	5420		Viruses	Shotokuvirae	Parvoviridae	Tetraparvovirus	Opossum tetraparvovirus
NC_077009	5494		Viruses	Shotokuvirae	Parvoviridae	Tetraparvovirus	Rodent tetraparvovirus
NC_077013	4894		Viruses	Shotokuvirae	Parvoviridae	Dependoparvovirus	Desmodus rotundus dependoparvovirus
NC_077011	5368		Viruses	Shotokuvirae	Parvoviridae	Aveparvovirus	Pileated finch aveparvovirus
NC_077012	5227		Viruses	Shotokuvirae	Parvoviridae	Bocaparvovirus	Rodent bocavirus
NC_076017	8170		Viruses	Orthornavirae	Picornaviridae	Mosavirus	Marmot mosavirus
NC_076018	5224		Viruses	Orthornavirae	Tombusviridae	Luteovirus	Luteovirus trifolii
NC_076183	2740		Viruses	Shotokuvirae	Geminiviridae	Begomovirus	Hibiscus vein enation virus
NC_075006	11822		Viruses	Orthornavirae	Togaviridae	Alphavirus	Onyong-nyong virus
NC_076154	1376		Viruses		Alphasatellitidae	Colecusatellite	Sida leaf curl alphasatellite
NC_076250	12041		Viruses	Orthornavirae	Polycipiviridae	Sopolycivirus	Lasius neglectus virus 2
NC_077007	10142		Viruses	Orthornavirae	Potyviridae	Potyvirus	Thladiantha dubia mosaic virus
NC_076209	3744		Viruses	Orthornavirae	Mymonaviridae	Penicillimonavirus	Penicillimonavirus kilnbarnense
NC_076185	4219		Viruses	Shotokuvirae	Parvoviridae	Protoparvovirus	Canine protoparvovirus
NC_076019	7510		Viruses	Orthornavirae			Apodemus agrarius picornavirus
NC_076199	7407		Viruses	Orthornavirae			Suncus murinus picornavirus
NC_075387	2047		Viruses	Shotokuvirae			Cressdnaviricota sp.
NC_076852	2191		Viruses	Shotokuvirae			Cressdnaviricota sp.
NC_075288	2180		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_075305	2177		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_075306	2174		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076296	2209		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076297	2281		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076298	2161		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076299	2088		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076300	2265		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076301	2116		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076302	2151		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076303	2197		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076304	2360		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076305	2214		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076306	2231		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076307	2284		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076308	2138		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076309	2208		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076310	2136		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076311	2195		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076312	2206		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076313	2161		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076314	2148		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076315	2251		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076316	2087		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076317	2165		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076318	2223		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076319	2179		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076320	2205		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076321	2170		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076322	2183		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076323	2153		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076324	2244		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076325	2359		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076326	2160		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076327	2194		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076328	2133		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076329	2181		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076330	2209		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076331	2185		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076333	2176		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076334	2189		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076335	2173		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076480	2178		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_076493	2175		Viruses	Shotokuvirae	Genomoviridae		Genomoviridae sp.
NC_075287	5461		Viruses	Shotokuvirae	Bacilladnaviridae		Bacilladnaviridae sp.
NC_075290	5058		Viruses	Shotokuvirae	Bacilladnaviridae		Bacilladnaviridae sp.
NC_077004	5318		Viruses				Chaetoceros tenuissimus DNA virus SS12-43V
NC_076169	2691		Viruses				Chlorocebus cynosuros associated smacovirus
NC_076171	2656		Viruses				Chlorocebus cynosuros associated smacovirus
NC_076172	2617		Viruses				Chlorocebus cynosuros associated smacovirus
NC_076170	2488		Viruses	Shotokuvirae	Smacoviridae		Papio cynocephalus associated smacovirus
NC_076173	2766		Viruses	Shotokuvirae	Smacoviridae		Papio cynocephalus associated smacovirus
NC_076174	2483		Viruses		Anelloviridae		Torque teno virus
NC_076175	2508		Viruses		Anelloviridae		Torque teno virus
NC_076176	2498		Viruses		Anelloviridae		Torque teno virus
NC_076177	2039		Viruses		Anelloviridae		Torque teno virus
NC_076178	2042		Viruses		Anelloviridae		Torque teno virus
NC_075316	2159		Viruses	Shotokuvirae	Genomoviridae	Gemycircularvirus	Gemycircularvirus lepam1
NC_075315	2162		Viruses	Shotokuvirae	Genomoviridae	Gemycircularvirus	Gemycircularvirus alces2
NC_075319	2141		Viruses	Shotokuvirae	Genomoviridae	Gemycircularvirus	Gemycircularvirus lepam2
NC_075318	2249		Viruses	Shotokuvirae	Genomoviridae	Gemykolovirus	Gemykolovirus lepam1
NC_075317	2175		Viruses	Shotokuvirae	Genomoviridae	Gemycircularvirus	Gemycircularvirus alces1
NC_075314	2104		Viruses	Shotokuvirae	Genomoviridae	Gemycircularvirus	Gemycircularvirus lepam3
NC_075322	2121		Viruses	Shotokuvirae	Genomoviridae	Gemycircularvirus	Gemycircularvirus lepa2
NC_075321	2211		Viruses	Shotokuvirae	Genomoviridae	Gemycircularvirus	Gemycircularvirus lynca2
NC_075320	2201		Viruses	Shotokuvirae	Genomoviridae	Gemycircularvirus	Gemycircularvirus lynca3
NC_077014	2707		Viruses	Shotokuvirae	Amesuviridae	Yermavirus	Yermavirus ilicis
NC_075313	2106		Viruses	Shotokuvirae	Genomoviridae	Gemycircularvirus	Gemycircularvirus denbre2
NC_075312	2125		Viruses	Shotokuvirae	Genomoviridae	Gemycircularvirus	Gemycircularvirus denbre3
NC_075311	2122		Viruses	Shotokuvirae	Genomoviridae	Gemycircularvirus	Gemycircularvirus denbre4
NC_075274	12842		Viruses	Orthornavirae	Xinmoviridae	Gylbovirus	Gylbovirus aagae
NC_076020	2964		Viruses	Shotokuvirae	Geminiviridae	Turncurtovirus	Sesame yellow mosaic virus
NC_076204	9450	segment					
NC_076203	2442		Viruses	Orthornavirae	Botourmiaviridae	Botoulivirus	Sclerotinia botoulivirus 3
NC_076638	8896		Viruses	Orthornavirae	Betaflexiviridae	Carlavirus	Carlavirus BiCV
NC_076224	2028		Viruses		Anelloviridae	Sigmatorquevirus	Sigmatorquevirus otari2
NC_076225	2127		Viruses		Anelloviridae	Sigmatorquevirus	Sigmatorquevirus otari3
NC_076632	11920		Viruses	Orthornavirae	Lispiviridae	Synelinevirus	Synelinevirus paranaense
NC_077219	15378		Viruses	Orthornavirae	Paramyxoviridae	Respirovirus	Respirovirus ratufae
NC_076884	7621		Viruses	Orthornavirae	Betaflexiviridae	Vitivirus	Vitivirus GVL
NC_075310	2195		Viruses	Shotokuvirae	Genomoviridae	Gemycircularvirus	Gemycircularvirus mocha1
NC_076179	2528		Viruses	Orthornavirae	Botourmiaviridae	Penoulivirus	Pyricularia penoulivirus
NC_076180	1671		Viruses	Orthornavirae	Botourmiaviridae	Betascleroulivirus	Betascleroulivirus pyriculariae
NC_076181	2557		Viruses	Orthornavirae	Botourmiaviridae	Scleroulivirus	Pyricularia scleroulivirus 3
NC_075307	2344		Viruses	Shotokuvirae	Genomoviridae	Gemykibivirus	Gemykibivirus cybusi1
NC_075309	2309		Viruses	Shotokuvirae	Genomoviridae	Gemykolovirus	Gemykolovirus easlu1
NC_075308	2217		Viruses	Shotokuvirae	Genomoviridae	Gemycircularvirus	Gemycircularvirus cybusi1
NC_076230	3885		Viruses	Orthornavirae	Tombusviridae	Pelarspovirus	Jasmine mosaic-associated virus 2
NC_076231	4512		Viruses	Orthornavirae	Tombusviridae	Aureusvirus	Aureusvirus sambuci
NC_077017	6348		Viruses	Orthornavirae	Tymoviridae	Tymovirus	Naranjilla mild mosaic virus
NC_076240	11155		Viruses	Orthornavirae	Chuviridae	Culicidavirus	Culicidavirus quitotaense
NC_076241	11231		Viruses	Orthornavirae	Chuviridae	Culicidavirus	Culicidavirus culicis
NC_076187	9866		Viruses	Orthornavirae	Nyamiviridae	Formivirus	Formivirus finnoniae
NC_076265	7863		Viruses	Orthornavirae	Mymonaviridae	Sclerotimonavirus	Sclerotimonavirus botrytidis
NC_076635	11891		Viruses	Orthornavirae	Secoviridae	Waikavirus	Waikavirus trifolii
NC_076869	137373		Viruses		Baculoviridae	Alphabaculovirus	Alphabaculovirus speridaniae
NC_076211	11142		Viruses	Orthornavirae	Rhabdoviridae	Sunrhavirus	Sunrhavirus dillard
NC_076963	166590		Viruses	Heunggongvirae	Orthoherpesviridae	Lymphocryptovirus	Macaca arctoides gammaherpesvirus 1
NC_076510	13721		Viruses	Orthornavirae	Rhabdoviridae	Betanucleorhabdovirus	Betanucleorhabdovirus venasonchi
NC_076631	7466		Viruses	Orthornavirae	Betaflexiviridae	Trichovirus	Trichovirus PCLSV
NC_076604	2802		Viruses	Orthornavirae	Mitoviridae	Duamitovirus	Duamitovirus fubo1
NC_055953	29097		Viruses	Orthornavirae	Coronaviridae	Alphacoronavirus	Bat alphacoronavirus
NC_076629	28045		Viruses	Orthornavirae	Coronaviridae	Alphacoronavirus	Bat alphacoronavirus
NC_076290	12430		Viruses	Orthornavirae	Rhabdoviridae	Cytorhabdovirus	Cytorhabdovirus alphatrifolii
NC_076289	13875		Viruses	Orthornavirae	Rhabdoviridae	Cytorhabdovirus	Cytorhabdovirus betatrifolii
NC_076021	14670		Viruses	Orthornavirae	Aliusviridae	Ollusvirus	Ollusvirus taiyuanense
NC_076294	11018		Viruses	Orthornavirae	Chuviridae	Mivirus	Mivirus genovaense
NC_076229	2528		Viruses	Orthornavirae	Botourmiaviridae	Magoulivirus	Penicillium magoulivirus
NC_076605	16767		Viruses	Orthornavirae	Paramyxoviridae		Feline paramyxovirus 163
NC_076232	154465		Viruses		Nudiviridae	Alphanudivirus	Alphanudivirus quartudromelanogasteris
NC_077015	11921		Viruses	Orthornavirae	Flaviviridae	Pestivirus	Pestivirus S
NC_076243	10071		Viruses	Orthornavirae	Potyviridae	Potyvirus	Passiflora mottle virus
NC_076645	7382		Viruses	Orthornavirae	Hypoviridae	Hypovirus	Sclerotinia sclerotiorum hypovirus 6
NC_076641	11010		Viruses	Orthornavirae	Hypoviridae	Hypovirus	Sclerotium rolfsii hypovirus 2
NC_076642	10739		Viruses	Orthornavirae	Hypoviridae	Hypovirus	Sclerotium rolfsii hypovirus 3
NC_076643	11035		Viruses	Orthornavirae	Hypoviridae	Hypovirus	Sclerotium rolfsii hypovirus 4
NC_076644	10758		Viruses	Orthornavirae	Hypoviridae	Hypovirus	Sclerotium rolfsii hypovirus 5
NC_076646	10961		Viruses	Orthornavirae	Hypoviridae	Hypovirus	Sclerotium rolfsii hypovirus 7
NC_076639	7301		Viruses	Orthornavirae	Fusariviridae	Alphafusarivirus	Alphafusarivirus sclerotii
NC_076640	7281		Viruses	Orthornavirae	Fusariviridae	Alphafusarivirus	Alphafusarivirus rolfsii
NC_076647	12769		Viruses	Orthornavirae	Hypoviridae	Etahypovirus	Etahypovirus sclerotii
NC_075367	1224839		Viruses	Bamfordvirae	Mimiviridae	Megavirus	Megavirus baoshanense
NC_076235	2388		Viruses	Shotokuvirae	Smacoviridae	Porprismacovirus	Porprismacovirus humas4
NC_076236	2552		Viruses	Shotokuvirae	Smacoviridae	Porprismacovirus	Porcine associated porprismacovirus
NC_076237	2614		Viruses	Shotokuvirae	Smacoviridae	Porprismacovirus	Porcine associated porprismacovirus
NC_076238	2549		Viruses	Shotokuvirae	Smacoviridae	Porprismacovirus	Porcine associated porprismacovirus
NC_076252	2537		Viruses	Shotokuvirae	Smacoviridae	Porprismacovirus	Porcine associated porprismacovirus
NC_076253	2544		Viruses	Shotokuvirae	Smacoviridae	Porprismacovirus	Porcine associated porprismacovirus
NC_076254	2487		Viruses	Shotokuvirae	Smacoviridae	Porprismacovirus	Porcine associated porprismacovirus
NC_076255	2454		Viruses	Shotokuvirae	Smacoviridae	Porprismacovirus	Porcine associated porprismacovirus
NC_076256	2427		Viruses	Shotokuvirae	Smacoviridae	Porprismacovirus	Porcine associated porprismacovirus
NC_076257	2459		Viruses	Shotokuvirae	Smacoviridae	Porprismacovirus	Porcine associated porprismacovirus
NC_076258	2616		Viruses	Shotokuvirae	Smacoviridae	Porprismacovirus	Porcine associated porprismacovirus
NC_076650	2865		Viruses	Orthornavirae	Mitoviridae	Duamitovirus	Duamitovirus nior1
NC_076651	2507		Viruses	Orthornavirae	Mitoviridae	Unuamitovirus	Unuamitovirus nior2
NC_075292	2523		Viruses	Shotokuvirae	Smacoviridae	Porprismacovirus	Porprismacovirus macas4
NC_075295	2504		Viruses	Shotokuvirae	Smacoviridae	Porprismacovirus	Porprismacovirus macas3
NC_075294	2568		Viruses	Shotokuvirae	Smacoviridae	Porprismacovirus	Porprismacovirus macas2
NC_075293	2455		Viruses	Shotokuvirae	Smacoviridae	Porprismacovirus	Porprismacovirus macas1
NC_075291	2526		Viruses	Shotokuvirae	Smacoviridae	Porprismacovirus	Porprismacovirus macas6
NC_075286	2528		Viruses	Shotokuvirae	Smacoviridae	Porprismacovirus	Porprismacovirus macas5
NC_076664	6253		Viruses	Orthornavirae	Fusariviridae	Alphafusarivirus	Alphafusarivirus aspergilli
NC_076665	6648		Viruses	Orthornavirae	Fusariviridae	Alphafusarivirus	Alphafusarivirus neurosporae
NC_076666	6641		Viruses	Orthornavirae	Fusariviridae	Alphafusarivirus	Alphafusarivirus rutstroemiae
NC_076667	7171		Viruses	Orthornavirae	Fusariviridae	Betafusarivirus	Betafusarivirus homeocarpa
NC_076668	5969		Viruses	Orthornavirae	Fusariviridae	Alphafusarivirus	Alphafusarivirus zymoseptoriae
NC_076660	12370		Viruses	Orthornavirae	Hypoviridae	Hypovirus	Sclerotinia homoeocarpa hypovirus 1
NC_076661	9069		Viruses	Orthornavirae	Hypoviridae	Hypovirus	Setosphaeria turcica hypovirus 1
NC_076662	14211		Viruses	Orthornavirae	Hypoviridae	Alphahypovirus	Alphahypovirus trichodermae
NC_076663	3507		Viruses	Orthornavirae	Yadokariviridae	Alphayadokarivirus	Alphayadokarivirus yonbani
NC_076348	2708		Viruses	Orthornavirae	Botourmiaviridae	Penoulivirus	Aspergillus penoulivirus
NC_076654	2496		Viruses	Orthornavirae	Mitoviridae	Unuamitovirus	Unuamitovirus pust1
NC_075538	116726		Viruses	Bamfordvirae	Iridoviridae	Ranavirus	European North Atlantic ranavirus
NC_077220	7557		Viruses	Orthornavirae	Picornaviridae		Ovine picornavirus
NC_076023	8112		Viruses	Pararnavirae	Caulimoviridae	Badnavirus	Badnavirus venacodonopsis
NC_076634	13625		Viruses	Orthornavirae	Hypoviridae	Alphahypovirus	Alphahypovirus bipolaridis
NC_076247	7825		Viruses	Pararnavirae	Caulimoviridae	Badnavirus	Epiphyllum badnavirus 1
NC_076024	13875		Viruses	Orthornavirae	Rhabdoviridae	Betanucleorhabdovirus	Betanucleorhabdovirus medicagonis
NC_076248	2145		Viruses	Shotokuvirae	Genomoviridae	Gemycircularvirus	Gemycircularvirus oltre1
NC_076368	3871		Viruses	Shotokuvirae	Parvoviridae	Chaphamaparvovirus	Chaphamaparvovirus dasyurid1
NC_076369	4262		Viruses	Shotokuvirae	Parvoviridae	Chaphamaparvovirus	Chaphamaparvovirus dasyurid2
NC_076370	4482		Viruses	Shotokuvirae	Parvoviridae	Chaphamaparvovirus	Chaphamaparvovirus dasyurid3
NC_076259	2855		Viruses	Shotokuvirae	Smacoviridae	Porprismacovirus	Porprismacovirus goas1
NC_076251	2607		Viruses	Shotokuvirae	Smacoviridae	Inpeasmacovirus	Inpeasmacovirus humas1
NC_076648	12521		Viruses	Orthornavirae	Xinmoviridae	Madalivirus	Madalivirus amazonaense
NC_076649	12265		Viruses	Orthornavirae	Xinmoviridae	Madalivirus	Madalivirus amapaense
NC_077016	9816		Viruses	Orthornavirae	Dicistroviridae	Cripavirus	Solenopsis invicta virus 6
NC_076025	11563		Viruses	Orthornavirae	Mymonaviridae	Lentimonavirus	Lentimonavirus lentinulae
NC_076264	1873		Viruses		Anelloviridae	Gyrovirus	Gyrovirus myferr1
NC_076263	6829		Viruses	Orthornavirae	Chuviridae	Scarabeuvirus	Scarabeuvirus lampyris
NC_076372	3411		Viruses	Shotokuvirae	Parvoviridae	Tetuambidensovirus	Tetuambidensovirus trombidiform1
NC_076026	3128		Viruses	Pararnavirae	Hepadnaviridae		Tai Forest hepadnavirus
NC_076699	2804		Viruses	Orthornavirae	Mitoviridae	Unuamitovirus	Unuamitovirus enmu1
NC_076700	2421		Viruses	Orthornavirae	Mitoviridae	Unuamitovirus	Unuamitovirus enmu2
NC_076701	2550		Viruses	Orthornavirae	Mitoviridae	Unuamitovirus	Unuamitovirus enmu3
NC_076702	2561		Viruses	Orthornavirae	Mitoviridae	Unuamitovirus	Unuamitovirus enmu4
NC_076703	2487		Viruses	Orthornavirae	Mitoviridae	Unuamitovirus	Unuamitovirus enmu5
NC_076704	2362		Viruses	Orthornavirae	Mitoviridae	Unuamitovirus	Unuamitovirus enmu6
NC_076705	2300		Viruses	Orthornavirae	Mitoviridae	Unuamitovirus	Unuamitovirus enmu7
NC_076530	2479		Viruses	Orthornavirae	Mitoviridae	Unuamitovirus	Unuamitovirus enmu8
NC_076291	2754		Viruses	Shotokuvirae	Geminiviridae	Begomovirus	Papaya severe leaf curl virus
NC_076292	2754		Viruses	Shotokuvirae	Geminiviridae	Begomovirus	Papaya severe leaf curl virus
NC_076266	11472		Viruses	Orthornavirae	Rhabdoviridae	Lostrhavirus	Lostrhavirus hyalomma
NC_075404	15186		Viruses	Orthornavirae	Paramyxoviridae	Orthoavulavirus	Orthoavulavirus javaense
NC_075424	6227		Viruses	Orthornavirae	Solemoviridae	Enamovirus	Grapevine enamovirus 1
NC_075418	4991		Viruses	Orthornavirae	Tombusviridae	Luteovirus	Luteovirus nucipersicae
NC_076027	4982		Viruses	Shotokuvirae	Polyomaviridae	Alphapolyomavirus	Alphapolyomavirus tubelangeri
NC_076687	6992		Viruses	Orthornavirae	Betaflexiviridae	Tepovirus	Tepovirus ZoVT
NC_076267	14043		Viruses	Orthornavirae	Rhabdoviridae	Betanucleorhabdovirus	Betanucleorhabdovirus mali
NC_076245	8298		Viruses	Orthornavirae	Picornaviridae		Cyprivirus A
NC_076287	2218		Viruses	Shotokuvirae	Genomoviridae	Gemykrogvirus	Gemykrogvirus apime1
NC_075546	437255		Viruses	Bamfordvirae	Phycodnaviridae	Prymnesiovirus	Chrysochromulina parva virus
NC_076047	2752		Viruses	Shotokuvirae	Geminiviridae	Begomovirus	Passion fruit leaf curl virus
NC_076686	12081		Viruses	Orthornavirae	Rhabdoviridae	Amplylivirus	Amplylivirus cinereus
NC_076396	4283		Viruses	Shotokuvirae	Parvoviridae	Muscodensovirus	Muscodensovirus dipteran1
NC_076028	4123		Viruses	Shotokuvirae	Parvoviridae	Chaphamaparvovirus	Chaphamaparvovirus carnivoran1
NC_076242	7601		Viruses	Orthornavirae			Pingu picornavirus
NC_076346	2213		Viruses	Shotokuvirae	Genomoviridae	Gemykibivirus	Gemykibivirus haeme5
NC_076342	2236		Viruses	Shotokuvirae	Genomoviridae	Gemykibivirus	Gemykibivirus haeme3
NC_076347	2242		Viruses	Shotokuvirae	Genomoviridae	Gemykibivirus	Gemykibivirus haeme1
NC_076343	2153		Viruses	Shotokuvirae	Genomoviridae	Gemykibivirus	Gemykibivirus haeme4
NC_076341	2211		Viruses	Shotokuvirae	Genomoviridae	Gemycircularvirus	Gemycircularvirus haeme1
NC_076344	2185		Viruses	Shotokuvirae	Genomoviridae	Gemycircularvirus	Gemycircularvirus haeme2
NC_076345	2121		Viruses	Shotokuvirae	Genomoviridae	Gemykroznavirus	Gemykroznavirus haeme1
NC_076337	2003		Viruses		Anelloviridae	Etatorquevirus	Etatorquevirus felid3
NC_075448	48395		Viruses	Bamfordvirae	Adenoviridae	Ichtadenovirus	Sturgeon ichtadenovirus A
NC_076376	2200		Viruses	Shotokuvirae	Genomoviridae	Gemycircularvirus	Gemycircularvirus gopha2
NC_076377	2280		Viruses	Shotokuvirae	Genomoviridae	Gemykolovirus	Gemykolovirus gopha2
NC_076378	2255		Viruses	Shotokuvirae	Genomoviridae	Gemycircularvirus	Gemycircularvirus gopha1
NC_076375	2202		Viruses	Shotokuvirae	Genomoviridae	Gemykolovirus	Gemykolovirus gopha1
NC_076358	2177		Viruses	Shotokuvirae	Genomoviridae	Gemycircularvirus	Gemycircularvirus hydro1
NC_076365	2054		Viruses	Shotokuvirae	Genomoviridae	Gemykroznavirus	Gemykroznavirus hydro1
NC_076366	2171		Viruses	Shotokuvirae	Genomoviridae	Gemykibivirus	Gemykibivirus hydro3
NC_076359	2198		Viruses	Shotokuvirae	Genomoviridae	Gemykibivirus	Gemykibivirus hydro2
NC_076360	2239		Viruses	Shotokuvirae	Genomoviridae	Gemyduguivirus	Gemyduguivirus hydro1
NC_076361	2099		Viruses	Shotokuvirae	Genomoviridae	Gemykibivirus	Gemykibivirus hydro1
NC_076362	2257		Viruses	Shotokuvirae	Genomoviridae	Gemyduguivirus	Gemyduguivirus hydro3
NC_076363	2183		Viruses	Shotokuvirae	Genomoviridae	Gemygorvirus	Gemygorvirus hydro1
NC_076364	2206		Viruses	Shotokuvirae	Genomoviridae	Gemyduguivirus	Gemyduguivirus hydro2
NC_076270	2273		Viruses	Shotokuvirae	Genomoviridae	Gemygorvirus	Gemygorvirus poaspe1
NC_076276	2172		Viruses	Shotokuvirae	Genomoviridae	Gemycircularvirus	Gemycircularvirus solas1
